,序号,类别代号,产品分类,产品名称,判定结果,不合格项目分类,不合格项目,不合格规范列,检测数值,法规限制,规格型号,商标,生产日期,生产企业名称,生产企业地址,生产省份代码,生产省份,抽样单位名称,抽样单位代码,抽样单位地址,通报时间,通报文号,通报单位,措施,来源链接,来源链接.1,检验项目,抽检代码,抽检级别,检验机构,标准,备注
1694,1695,18,炒货及坚果制品-->坚果籽类,花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,361.48μg/kg,≤20μg/kg,散装,/,2017-05-10,/,/,0,不详,苏果超市（六安）有限公司霍山分公司,16,安徽省六安市霍山县衡山镇中兴北路（与诸佛庵路交叉口）,2017-12-29,2017年第五十四期,安徽市场监管局,对上述抽检中发现的不合格产品，生产经营企业所在地食品药品监管部门应依法进行调查处理，查明不合格产品的批次、数量和成因，制定整改措施,http://news.foodmate.net/2017/12/453798.html,,氟苯尼考、6-苄基腺嘌呤、阿维菌素、艾氏剂、百菌清、倍硫磷、苯丁锡、苯醚甲环唑、苯霜灵、苯酰菌胺、苯线磷、吡虫啉、丙森锌、丙溴磷、虫螨腈、虫酰肼、除虫脲、哒螨灵、达氟沙星、滴滴涕、狄氏剂、敌百虫、敌草快、敌敌畏、敌菌灵、地虫硫磷、地塞米松、丁硫克百威、啶虫脒、啶酰菌胺、毒死蜱、对硫磷、多菌灵、多西环素、噁霜灵、噁唑菌酮、恩诺沙星、二甲戊灵、二氧化硫残留量、呋喃它酮代谢物、呋喃妥因代谢物、呋喃西林代谢物、呋喃唑酮代谢物、氟胺氰菊酯、氟苯尼考、氟苯脲、氟虫腈、氟硅唑、氟甲喹、氟菌唑、氟氯氰菊酯和高效氟氯氰菊酯、氟氰戊菊酯、氟酰脲、福美双、腐霉利、镉、铬、过氧化值、红霉素、磺胺类、磺胺类、挥发性盐基氮、己烯雌酚、己唑醇、甲氨基阿维菌素苯甲酸盐、甲胺磷、甲拌磷、甲苯氟磺胺、甲砜霉素、甲基毒死蜱、甲基对硫磷、甲基立枯磷、甲基硫环磷、甲基硫菌灵、甲基异柳磷、甲萘威、甲氰菊酯、甲霜灵和精甲霜灵、金霉素、久效磷、克百威、克菌丹、克伦特罗、喹乙醇代谢物、莱克多巴胺、乐果、联苯肼酯、联苯菊酯、林丹、林可霉素、磷胺、硫丹、硫环磷、六六六、氯苯胺灵、氯吡脲、氯丙嗪、氯丹、氯氟氰菊酯和高效氯氟氰菊酯、氯菊酯、氯霉素、氯氰菊酯和高效氯、氰菊酯、氯唑磷、马拉硫磷、咪鲜胺、嘧菌环胺、嘧菌酯、嘧霉胺、灭多威、灭菌丹、灭线磷、内吸磷、尼卡巴嗪残留、标志物、七氯、铅、嗪氨灵、氰霜唑、氰戊菊酯和S-氰戊菊酯、庆大霉素、炔螨特、噻虫嗪、噻节因、噻菌灵、噻螨酮、噻嗪酮、三唑醇、三唑磷、三唑酮、杀虫脒、杀螟硫磷、杀扑磷、杀线威、沙丁胺醇、沙拉沙星、双甲脒、霜霉威、水胺硫磷、四环素、四氯硝基苯、四螨嗪、苏丹红Ⅰ、苏丹红Ⅱ、苏丹红Ⅲ、苏丹红Ⅳ、酸价、特丁硫磷、涕灭威、替米考星、土霉素、五氯酚酸钠、五氯硝基苯、戊菌唑、戊唑醇、西马特罗、烯草酮、烯酰吗啉、辛硫磷、溴螨酯、溴氰菊酯、亚胺硫磷、亚硫酸盐、氧乐果、乙霉威、乙烯菌核利、乙烯利、乙酰甲胺磷、异丙威、异菌脲、抑霉唑、蝇毒磷、增效醚、赭曲霉毒素A、治螟磷、总汞、总砷,2,省抽,安徽省公众检验研究院有限公司,GB 2761-2017,
1695,1696,6,调味品-->复合调味品,花生酱,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,88.3μg/kg,≤20μg/kg,180克/瓶,嗚鳯春+图形,2016-07-07,三原龙凤春调味品有限责任公司,陕西省三原县城关镇寇家,8,陕西,西亚和美商业股份有限公司铁路店,4,信阳市羊山新区工人街（原建筑段综合工区厂房）,2017-12-27,2017年第51期,河南市场监管局,河南省食品药品监督管理局针对抽检发现的问题，对于不合格样品涉及外省生产单位的，已按规定移送相应省级食品药品监管部门进行调查处理；对于不合格样品涉及省内生产经营单位的，已要求郑州、开封、平顶山、鹤壁、许昌、漯河、三门峡、南阳、商丘、周口、驻马店、信阳、滑县食品药品监管部门对涉及单位依法处理，责令其查清不合格产品的批次、数量、流向，召回不合格产品，采取下架等措施控制风险，分析原因进行整改，并依法予以查处,http://news.foodmate.net/2017/12/453540.html,,铅（以Pb计）、总砷（以As计）、苯甲酸及其钠盐（以苯甲酸计）、山梨酸及其钾盐（以山梨酸计）、脱氢乙酸、糖精钠（以糖精计）、甜蜜素、黄曲霉毒素B1、金黄色葡萄球菌、沙门氏菌、防腐剂混合使用时各自用量占其最大使用量的比例之和,1,国抽,河南省口岸食品检验检测所,GB 2761-2017,
1696,1697,18,炒货及坚果制品-->坚果籽类制品,啤酒花生（泡椒味）,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,34μg/kg,≤ 20μg/kg,168克/袋,独一香,2017-09-25,西安新迎通商贸有限公司,西安市沣东新城建章路街道祥云市场院内,8,陕西,咸阳市渭城区嘟嘟食品批发部,8,陕西省咸阳市渭城区抗战路粮苑小区6号楼1层8号,2017-12-22,"2017年
第57号",陕西市场监管局,对上述抽检中发现的不合格产品，生产企业所在地西安市、延安市、榆林市、府谷县食品药品监督管理局已责令企业查清产品流向，召回不合格产品，并分析原因进行整改；经营单位所在地西安市、延安市、咸阳市、榆林市、府谷县食品药品监督管理局已要求有关单位立即采取下架等措施，控制风险，并依法予以查处。查处情况于 2018年 2月 25日前 报省食品药品监督管理局并向社会公布,http://news.foodmate.net/2017/12/453085.html,,开心果、杏仁、松仁、瓜子监督抽检项目包括酸价（以脂肪计）、过氧化值（以脂肪计）、糖精钠（以糖精计）、甜蜜素、三氯蔗糖、纽甜、二氧化硫残留量、滑石粉、黄曲霉毒素B1、大肠菌群、霉菌、沙门氏菌、铅（以Pb计)；其他炒货及坚果制品监督抽检项目包括酸价（以脂肪计）、过氧化值（以脂肪计）、糖精钠（以糖精计）、甜蜜素、三氯蔗糖、纽甜、二氧化硫残留量、滑石粉、黄曲霉毒素B1、大肠菌群、霉菌、沙门氏菌、铅（以Pb计),1,国抽,咸阳市食品药品检验检测中心,GB 2761-2017,
1697,1698,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,32.2μg/kg,≤20 μg/kg,500 mL/瓶,信禾香,2017-06-06,聊城正信生态农业科技园有限公司,聊城经济技术开发区北城办事处(聊城市现代农业示范园内),2,山东,聊城正信生态农业科技园有限公司,2,聊城经济技术开发区北城办事处（聊城市现代农业示范园内）,2017-12-20,2017年第48期,山东市场监管局,对上述抽检中发现的不合格产品，企业所在地食品药品监管部门按照《中华人民共和国食品安全法》的规定，责令企业及时采取下架、召回等措施。省食品药品监管局要求上述不合格食品生产企业所在地食品药品监管部门对生产不合格产品的企业进行立案调查，查明生产不合格产品的批次、数量和原因，制定整改措施。,http://news.foodmate.net/2017/12/452823.html,,酸值/酸价、过氧化值、总砷（以As计）、铅（以Pb计）、苯并[a]芘、溶剂残留量、丁基羟基茴香醚(BHA)、二丁基羟基甲苯(BHT) 、特丁基对苯二酚(TBHQ)、没食子酸丙酯(PG)、黄曲霉毒素B1,1,国抽,山东省食品药品检验研究院,GB 2761-2017,复检不合格
1698,1699,4,粮食及其制品-->其他类,玉米粉,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,33.3μg/kg,≤20μg/kg,称重,/,2017-10-17,延津县庆安农业种植专业合作社,河南省延津县王楼镇,4,河南,延津县庆安农业种植专业合作社,0,延津县王楼乡草店村,2017-12-13,2017年第49期,河南市场监管局,河南省食品药品监督管理局针对抽检发现的问题，对于不合格样品涉及外省生产单位的，已按规定移送相应省级食品药品监管部门进行调查处理；对于不合格样品涉及省内生产经营单位的，已要求郑州、洛阳、安阳、鹤壁、新乡、焦作、许昌、漯河、三门峡、南阳、商丘、信阳、济源、滑县、新蔡食品药品监管部门对涉及单位依法处理，责令其查清不合格产品的批次、数量、流向，召回不合格产品，采取下架等措施控制风险，分析原因进行整改，并依法予以查处。,http://news.foodmate.net/2017/12/452344.html,,铅（以Pb计）、总汞（以Hg计）、镉（以Cd计）、黄曲霉毒素B1、玉米赤霉烯酮、脱氧雪腐镰刀菌烯醇、赭曲霉毒素A。,1,国抽,河南省口岸食品检验检测所,GB 2761-2017,
1699,1700,18,炒货及坚果制品-->坚果籽类制品,花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,286μg/kg,≤20μg/kg,/,/,2017-09-08,/,/,0,不详,邵东大润发超市有限公司,9,湖南省邵阳市邵东县宋家塘办事处北岭路1168号,2017-12-12,2017年第53号,湖南市场监管局,对上述抽检中发现不合格食品的生产经营单位，省食品药品监管局要求长沙、邵阳、岳阳、张家界、益阳、怀化等市食品药品监管部门按照《中华人民共和国食品安全法》的规定，责令生产经营企业及时采取停止销售、召回不合格食品等措施，彻查问题原因，全面整改，并对相关企业依法进行调查处理。请长沙、邵阳、岳阳、张家界、益阳、怀化等市食品药品监管局于2018年1月15日前将调查处理、产品控制、违法行为查处、原因排查及生产经营企业整改情况向社会公布，并报省食品药品监管局,http://news.foodmate.net/2017/12/452599.html,,,2,省抽,湖南省食品质量监督检验研究院,GB 2761-2017,
1700,1701,18,炒货及坚果制品-->坚果籽类,花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,144.9μg/kg,≤20μg/kg,散装,/,2017-04-23,/,/,0,不详,安徽永辉超市有限公司合肥铜陵路分公司,16,安徽省合肥市瑶海区铜陵路中天左岸7#、8#楼裙房1至3层,2017-12-06,2017年第48期,安徽市场监管局,对上述抽检中发现的不合格产品，生产经营企业所在地食品药品监管部门应依法进行调查处理，查明不合格产品的批次、数量和成因，制定整改措施,http://news.foodmate.net/2017/12/451634.html,,氟苯尼考、6-苄基腺嘌呤、阿维菌素、艾氏剂、百菌清、倍硫磷、苯丁锡、苯醚甲环唑、苯霜灵、苯酰菌胺、苯线磷、吡虫啉、丙森锌、丙溴磷、虫螨腈、虫酰肼、除虫脲、哒螨灵、达氟沙星、滴滴涕、狄氏剂、敌百虫、敌草快、敌敌畏、敌菌灵、地虫硫磷、地塞米松、丁硫克百威、啶虫脒、啶酰菌胺、毒死蜱、对硫磷、多菌灵、多西环素、噁霜灵、噁唑菌酮、恩诺沙星、二甲戊灵二氧化硫残留量、呋喃它酮代谢物、呋喃妥因代谢物、呋喃西林代谢物、呋喃唑酮代谢物、氟胺氰菊酯、氟苯尼考、氟苯脲、氟虫腈、氟硅唑、氟甲喹、氟菌唑、氟氯氰菊酯和高效氟氯氰菊酯、氟氰戊菊酯、氟酰脲、福美双、腐霉利、镉、铬、过氧化值、红霉素、磺胺类、磺胺类、挥发性盐基氮、己烯雌酚、己唑醇、甲氨基阿维菌素苯甲酸盐、甲胺磷、甲拌磷、甲苯氟磺胺、甲砜霉素、甲基毒死蜱、甲基对硫磷、甲基立枯磷、甲基硫环磷、甲基硫菌灵、甲基异柳磷、甲萘威、甲氰菊酯、甲霜灵和精甲霜灵、金霉素、久效磷、克百威、克菌丹、克伦特罗、喹乙醇代谢物、莱克多巴胺、乐果联苯肼酯、联苯菊酯、林丹、林可霉素、磷胺、硫丹、硫环磷、六六六、氯苯胺灵、氯吡脲、氯丙嗪、氯丹、氯氟氰菊酯和高效氯氟氰菊酯、氯菊酯、氯霉素、氯氰菊酯和高效氯、氰菊酯、氯唑磷、马拉硫磷、咪鲜胺、嘧菌环胺、嘧菌酯、嘧霉胺、灭多威、灭菌丹、灭线磷、内吸磷、尼卡巴嗪残留、标志物、七氯、铅、嗪氨灵、氰霜唑、氰戊菊酯和S-氰戊菊酯、庆大霉素、炔螨特、噻虫嗪、噻节因、噻菌灵、噻螨酮、噻嗪酮、三唑醇、三唑磷、三唑酮、杀虫脒、杀螟硫磷、杀扑磷、杀线威、沙丁胺醇、沙拉沙星、双甲脒、霜霉威、水胺硫磷、四环素、四氯硝基苯、四螨嗪、苏丹红Ⅰ、苏丹红Ⅱ、苏丹红Ⅲ、苏丹红Ⅳ、酸价、特丁硫磷、涕灭威、替米考星、土霉素、五氯酚酸钠、五氯硝基苯、戊菌唑、戊唑醇、西马特罗、烯草酮、烯酰吗啉、辛硫磷、溴螨酯、溴氰菊酯、亚胺硫磷、亚硫酸盐、氧乐果、乙霉威、乙烯菌核利、乙烯利、乙酰甲胺磷、异丙威、异菌脲、抑霉唑、蝇毒磷、增效醚、赭曲霉毒素A、治螟磷、总汞、总砷,2,省抽,安徽省公众检验研究院有限公司,GB 2761-2017,
1701,1702,4,粮食及其制品-->大米,泰丰四季香米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,12.9μg/kg,≤10μg/kg,25kg,/,2017-08-14,永州市零陵泰丰米业有限公司,零陵区朝阳办事处青角井,9,湖南,永州市泰丰米业有限公司,9,永州市零陵区朝阳办事处青角井,2017-11-23,2017年第45号,湖南市场监管局,对上述抽检中发现不合格食品的生产经营单位，省食品药品监管局要求长沙、株洲、岳阳、邵阳、益阳、永州、怀化等市食品药品监管部门按照《中华人民共和国食品安全法》的规定，责令生产经营企业及时采取停止销售、召回不合格食品等措施，彻查问题原因，全面整改，并对相关企业依法进行调查处理。请长沙、株洲、岳阳、邵阳、益阳、永州、怀化等市食品药品监管局于2017年12月25日前将调查处理、产品控制、违法行为查处、原因排查及生产经营企业整改情况向社会公布，并报省食品药品监管局,http://news.foodmate.net/2017/11/450710.html,,,2,省抽,湖南省食品质量监督检验研究院,GB 2761-2017,
1702,1703,18,炒货及坚果制品-->坚果籽类,花生米,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,1198μg/kg,≤20μg/kg,/,/,2017-07-07,/,/,0,不详,洪城大厦（集团）股份有限公司红谷滩分公司,18,江西省南昌市红谷滩新区红谷滩红谷中大道725号,2017-11-22,2017年第43期,江西市场监管局,,http://news.foodmate.net/2017/11/450709.html,,,1,国抽,江西省食品检验检测研究院,GB 2761-2017,
1703,1704,5,食用油脂及其制品-->食用植物油,花生油,不合格,生物毒素,黄曲霉毒素B₁,黄曲霉毒素B₁,126μg/kg,≤20μg/kg,散装,/,2017-08-22,/,/,0,不详,琼中乌石品香花生油店,17,海南省琼中县湾岭镇,2017-11-17,2017年第47期,海南市场监管局,对上述抽检中发现的不合格产品，生产企业所在地食药监管局已责令企业查清产品流向，召回不合格产品，并分析原因进行整改；经营单位所在地食药监管局已要求有关单位立即采取下架等措施，控制风险，并依法予以查处；不合格样品的核查处置结果将在相关市县食药监管局官网予以公示,http://news.foodmate.net/2017/11/449884.html,,酸值/酸价、过氧化值、溶剂残留量、总砷、铅、黄曲霉毒素B1、苯并芘、丁基羟基茴香醚、二丁基羟基甲苯、特丁基对苯二酚、没食子酸丙酯、反式脂肪酸（C18：1T）、反式脂肪酸（C18：2T+C18：3T）,2,省抽,深圳市计量质量检测研究院,GB 2761-2017,
